arac_yasi,km,yillik_km,hasar_skoru,motor_hacmi_cc,motor_gucu_hp,guc_hacim_orani,cekis_enc,kimden_galeri,kimden_bayi,agir_hasarli_evet,takasa_uygun_evet,marka_enc,seri_enc,yakit_tipi_enc,vites_tipi_enc,kasa_tipi_enc,renk_enc,arac_durumu_enc,fiyat_log,fiyat
25.0,299000.0,11960.0,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,57,305,4,0,4,18,3,12.468440756144114,260000.0
9.0,98600.0,10955.555555555555,0,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,2,3,14.038654909278163,1250000.0
3.0,22000.0,7333.333333333333,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,3,2,4,9,3,14.279245203127035,1590000.0
5.0,69200.0,13840.0,4,999.0,110.0,0.11011011011011011,0,0,0,1,0,57,305,0,0,4,2,3,13.897091466615258,1085000.0
12.0,275550.0,22962.5,0,1197.0,105.0,0.08771929824561403,0,0,0,0,1,57,305,0,0,4,11,3,13.652992804936396,850000.0
9.0,135000.0,15000.0,0,1300.0,150.0,0.11538461538461539,0,1,0,0,1,57,305,0,1,4,2,3,14.200773639026796,1470000.0
10.0,140000.0,14000.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.206201057080042,1478000.0
9.0,187000.0,20777.777777777777,9,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,13,3,13.910821646859095,1100000.0
10.0,160000.0,16000.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,1,57,305,0,2,4,2,3,14.137594781770806,1380000.0
11.0,223000.0,20272.727272727272,10,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,13.863348840666827,1049000.0
8.0,82000.0,10250.0,2,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.310207409556293,1640000.0
10.0,156000.0,15600.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,1,57,305,0,2,4,13,3,14.151983508870947,1400000.0
11.0,127000.0,11545.454545454546,4,1499.0,105.0,0.07179487179487179,0,0,0,0,0,57,305,0,1,4,2,3,14.137594781770806,1380000.0
11.0,179000.0,16272.727272727272,6,1395.0,150.0,0.10752688172043011,0,1,0,1,1,57,305,0,0,4,11,3,13.815511557963774,1000000.0
10.0,140000.0,14000.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,2,3,14.151268968443645,1399000.0
9.0,131270.0,14585.555555555555,1,1300.0,150.0,0.11538461538461539,0,0,1,0,1,57,305,0,1,4,2,3,14.252959357607283,1548750.0
10.0,114000.0,11400.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,14.250535115562965,1545000.0
10.0,41000.0,4100.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,2,3,14.301018989130402,1625000.0
9.0,129000.0,14333.333333333334,4,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,0,4,5,3,13.933294482509151,1125000.0
8.0,117000.0,14625.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,11,3,14.316286451937186,1650000.0
10.0,142000.0,14200.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,14.204169225721929,1475000.0
11.0,220000.0,20000.0,9,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,0,4,2,3,13.910821646859095,1100000.0
8.0,56000.0,7000.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.37741002203953,1754000.0
10.0,158000.0,15800.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,13,3,14.187074804051692,1450000.0
10.0,194700.0,19470.0,3,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,18,3,14.057280358638875,1273500.0
5.0,78000.0,15600.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,11,3,14.051373671575362,1266000.0
5.0,75000.0,15000.0,6,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,2,3,13.955273369904273,1150000.0
5.0,39500.0,7900.0,1,999.0,110.0,0.11011011011011011,0,0,0,0,1,57,305,0,0,4,5,3,14.100690252077353,1330000.0
5.0,83000.0,16600.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,11,3,14.038654909278163,1250000.0
5.0,55000.0,11000.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,5,3,14.151983508870947,1400000.0
5.0,54000.0,10800.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,2,3,14.183620571569953,1445000.0
5.0,128610.0,25722.0,9,999.0,110.0,0.11011011011011011,0,1,0,0,0,57,305,0,0,4,2,3,13.887832149776026,1075000.0
5.0,62000.0,12400.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,0,4,2,3,14.077875591662238,1300000.0
5.0,108000.0,21600.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,0,4,2,3,13.996164892381724,1198000.0
5.0,88000.0,17600.0,2,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,11,3,13.997832948091215,1200000.0
5.0,53000.0,10600.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,0,4,11,3,14.111905314512224,1345000.0
5.0,39950.0,7990.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,6,3,14.166168133802548,1420000.0
5.0,177000.0,35400.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,0,4,11,3,13.883170141017091,1070000.0
5.0,135000.0,27000.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,0,4,11,3,13.993657580167481,1195000.0
5.0,63000.0,12600.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,0,0,4,11,3,14.089347984049986,1315000.0
2.0,69000.0,34500.0,3,999.0,110.0,0.11011011011011011,0,0,1,0,1,57,305,3,2,4,2,3,14.23422155071698,1520000.0
2.0,46700.0,23350.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,3,2,4,2,3,14.266586814266963,1570000.0
2.0,42500.0,21250.0,3,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,2,4,2,3,14.220942998872205,1499950.0
2.0,41200.0,20600.0,3,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,2,4,5,3,14.308926102008169,1637900.0
2.0,39000.0,19500.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,3,2,4,6,3,14.383661814921611,1765000.0
2.0,46600.0,23300.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,3,2,4,5,3,14.375126917328105,1750000.0
5.0,105000.0,21000.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,3,2,4,5,3,14.172486156701822,1429000.0
3.0,23200.0,7733.333333333333,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,3,2,4,11,3,14.357835430184815,1720000.0
5.0,76000.0,15200.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,3,2,4,2,3,14.204169225721929,1475000.0
2.0,48500.0,24250.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,2,4,6,3,14.31325155008416,1645000.0
2.0,48000.0,24000.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,2,4,6,3,14.345550989235415,1699000.0
5.0,56000.0,11200.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,0,57,305,3,2,4,2,3,14.217637433703022,1495000.0
2.0,60087.0,30043.5,2,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,3,2,4,2,3,14.327735801804968,1669000.0
4.0,39500.0,9875.0,0,999.0,110.0,0.11011011011011011,0,0,0,0,0,57,305,3,2,4,2,3,14.31568020796969,1649000.0
2.0,30000.0,15000.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,2,4,2,3,14.36305434303426,1729000.0
5.0,108000.0,21600.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,3,2,4,11,3,14.19736648302693,1465000.0
5.0,92000.0,18400.0,0,999.0,110.0,0.11011011011011011,0,1,0,0,1,57,305,0,2,4,11,3,14.207553321415745,1480000.0
5.0,82132.0,16426.4,1,999.0,110.0,0.11011011011011011,0,0,1,0,1,57,305,0,2,4,6,3,14.202133257618554,1472000.0
5.0,63000.0,12600.0,3,1200.0,125.0,0.10416666666666667,0,1,0,0,1,57,305,0,1,4,2,3,14.159065509977445,1409950.0
9.0,203000.0,22555.555555555555,7,999.0,115.0,0.11511511511511512,0,1,0,0,0,57,305,0,2,4,11,3,13.989464705423494,1190000.0
9.0,134000.0,14888.888888888889,0,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,2,3,14.014362236381235,1220000.0
8.0,57444.0,7180.5,0,999.0,115.0,0.11511511511511512,0,1,0,0,0,57,305,0,2,4,2,3,14.093143052138025,1320000.0
9.0,199000.0,22111.11111111111,4,999.0,115.0,0.11511511511511512,0,1,0,0,0,57,305,0,2,4,11,3,13.963068985134287,1159000.0
9.0,114000.0,12666.666666666666,1,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,2,3,13.933294482509151,1125000.0
9.0,114000.0,12666.666666666666,1,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,2,3,13.937729075643883,1130000.0
9.0,173000.0,19222.222222222223,4,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,6,3,13.83531416565213,1020000.0
9.0,59000.0,6555.555555555556,0,999.0,115.0,0.11511511511511512,0,0,1,0,0,57,305,0,2,4,11,3,14.022444236304406,1229900.0
9.0,183000.0,20333.333333333332,4,999.0,115.0,0.11511511511511512,0,0,0,0,0,57,305,0,2,4,7,3,13.95091606833254,1145000.0
9.0,92000.0,10222.222222222223,0,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,6,3,14.070153551531353,1290000.0
9.0,86500.0,9611.111111111111,5,999.0,115.0,0.11511511511511512,0,0,0,0,0,57,305,0,2,4,5,3,14.001990954782066,1205000.0
9.0,78000.0,8666.666666666666,7,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,11,3,14.006131744018864,1210000.0
9.0,106000.0,11777.777777777777,0,999.0,115.0,0.11511511511511512,0,0,0,0,1,57,305,0,2,4,7,3,14.054528245836039,1270000.0
6.0,159000.0,26500.0,3,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,0,4,2,3,13.897091466615258,1085000.0
9.0,144000.0,16000.0,2,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,11,3,13.896169383490529,1084000.0
9.0,139000.0,15444.444444444445,3,999.0,115.0,0.11511511511511512,0,1,0,0,0,57,305,0,2,4,2,3,13.988624016715459,1189000.0
9.0,138000.0,15333.333333333334,2,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,13,3,13.99699926803766,1199000.0
9.0,123500.0,13722.222222222223,7,999.0,115.0,0.11511511511511512,0,1,0,0,1,57,305,0,2,4,5,3,13.79581894450583,980500.0
9.0,117000.0,13000.0,0,999.0,115.0,0.11511511511511512,0,0,0,0,0,57,305,0,2,4,2,3,14.104442598879876,1335000.0
28.0,179000.0,6392.857142857143,0,999.0,50.0,0.05005005005005005,0,0,0,0,0,57,111,0,0,3,21,3,12.25486757159303,210000.0
17.0,255000.0,15000.0,3,1390.0,100.0,0.07194244604316546,0,0,0,0,0,57,185,4,0,9,7,3,13.244582780038517,565000.0
11.0,180000.0,16363.636363636364,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.151983508870947,1400000.0
10.0,188000.0,18800.0,4,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.070153551531353,1290000.0
10.0,151000.0,15100.0,8,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.058457520888082,1275000.0
10.0,165000.0,16500.0,9,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,13.972087720072272,1169500.0
10.0,137000.0,13700.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.193262512905648,1459000.0
8.0,150000.0,18750.0,0,1300.0,150.0,0.11538461538461539,0,1,0,0,1,57,305,0,1,4,2,3,14.272302926549802,1579000.0
10.0,130000.0,13000.0,2,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,14.173185701536545,1430000.0
8.0,129000.0,16125.0,0,1300.0,150.0,0.11538461538461539,0,1,0,0,1,57,305,0,1,4,6,3,14.265949669063597,1569000.0
11.0,205000.0,18636.363636363636,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,13,3,14.058457520888082,1275000.0
9.0,110000.0,12222.222222222223,2,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.253766134056512,1550000.0
9.0,130000.0,14444.444444444445,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.310207409556293,1640000.0
10.0,178000.0,17800.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,14.130249032419504,1369900.0
9.0,126000.0,14000.0,1,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,11,3,14.217637433703022,1495000.0
10.0,173000.0,17300.0,2,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,14.077875591662238,1300000.0
11.0,175000.0,15909.09090909091,5,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.037854589747907,1249000.0
9.0,168000.0,18666.666666666668,0,1300.0,150.0,0.11538461538461539,0,1,0,0,0,57,305,0,1,4,15,3,14.291745358078465,1610000.0
11.0,210000.0,19090.909090909092,13,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,13.869052272759154,1055000.0
10.0,129000.0,12900.0,9,1395.0,150.0,0.10752688172043011,0,1,0,1,1,57,305,0,2,4,2,3,14.006131744018864,1210000.0
11.0,199000.0,18090.909090909092,1,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,0,4,11,3,14.046424640350825,1259750.0
9.0,142000.0,15777.777777777777,3,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,8,3,14.148405690083225,1395000.0
10.0,164000.0,16400.0,4,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,18,3,14.010255457801716,1215000.0
10.0,169000.0,16900.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,1,57,305,0,2,4,11,3,14.166168133802548,1420000.0
10.0,161000.0,16100.0,3,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,18,3,14.112611384363687,1345950.0
10.0,184000.0,18400.0,6,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,13.981025843899115,1180000.0
10.0,89000.0,8900.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,10,3,14.343193888767015,1695000.0
10.0,235624.0,23562.4,6,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,6,3,13.883170141017091,1070000.0
11.0,113000.0,10272.727272727272,7,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,11,3,14.141211419624977,1385000.0
10.0,98000.0,9800.0,5,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,2,3,14.173535290528331,1430500.0
9.0,177000.0,19666.666666666668,5,1300.0,150.0,0.11538461538461539,0,1,0,0,1,57,305,0,1,4,11,3,14.136869881938338,1379000.0
10.0,179000.0,17900.0,4,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.093143052138025,1320000.0
9.0,165000.0,18333.333333333332,3,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.214287349062356,1490000.0
10.0,150000.0,15000.0,5,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,11,3,14.186384911433706,1449000.0
10.0,223000.0,22300.0,5,1395.0,150.0,0.10752688172043011,0,1,0,1,1,57,305,0,2,4,11,3,13.849912950864715,1035000.0
10.0,112000.0,11200.0,2,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.193091148101091,1458750.0
10.0,130000.0,13000.0,2,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,13,3,14.186384911433706,1449000.0
11.0,225000.0,20454.545454545456,5,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,0,4,2,3,13.887832149776026,1075000.0
10.0,98000.0,9800.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,11,3,14.253766134056512,1550000.0
10.0,137000.0,13700.0,0,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.210926003619385,1485000.0
9.0,190000.0,21111.11111111111,0,1300.0,150.0,0.11538461538461539,0,1,0,0,0,57,305,0,1,4,13,3,14.19394767861579,1460000.0
10.0,91000.0,9100.0,1,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.260197020251155,1560000.0
9.0,112000.0,12444.444444444445,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.3071539739341,1635000.0
9.0,210000.0,23333.333333333332,2,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,12,3,14.062371417145494,1280000.0
10.0,171000.0,17100.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.162640795773006,1415000.0
10.0,80000.0,8000.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.23750562376114,1525000.0
11.0,129000.0,11727.272727272728,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,2,3,14.092385189849278,1319000.0
10.0,207000.0,20700.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.093143052138025,1320000.0
9.0,178000.0,19777.777777777777,3,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.214287349062356,1490000.0
11.0,165500.0,15045.454545454546,9,1395.0,150.0,0.10752688172043011,0,0,0,0,1,57,305,0,2,4,2,3,14.034646891093473,1245000.0
11.0,163000.0,14818.181818181818,4,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.144455247847775,1389500.0
10.0,170000.0,17000.0,4,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,2,3,14.018452218287162,1225000.0
10.0,130000.0,13000.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,11,3,13.527829818844937,750000.0
11.0,77000.0,7000.0,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.253766134056512,1550000.0
9.0,185000.0,20555.555555555555,3,1395.0,150.0,0.10752688172043011,0,1,0,0,0,57,305,0,2,4,11,3,14.038654909278163,1250000.0
10.0,137000.0,13700.0,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.130322027731049,1370000.0
9.0,185000.0,20555.555555555555,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.096923772119156,1325000.0
10.0,136000.0,13600.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.180154365996387,1440000.0
10.0,199000.0,19900.0,4,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,13,3,14.06627005452127,1285000.0
10.0,229000.0,22900.0,1,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,13,3,13.976779556623864,1175000.0
9.0,45000.0,5000.0,3,1300.0,150.0,0.11538461538461539,0,1,0,0,1,57,305,0,1,4,11,3,14.297937324492327,1620000.0
10.0,103000.0,10300.0,9,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,2,3,13.963931425151141,1160000.0
10.0,135000.0,13500.0,4,1395.0,150.0,0.10752688172043011,0,1,0,0,1,57,305,0,2,4,5,3,14.136869881938338,1379000.0
9.0,250000.0,27777.777777777777,0,1300.0,150.0,0.11538461538461539,0,1,0,0,1,57,305,0,1,4,6,3,14.014362236381235,1220000.0
8.0,121000.0,15125.0,3,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.19736648302693,1465000.0
10.0,90000.0,9000.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,13,3,14.316286451937186,1650000.0
9.0,121000.0,13444.444444444445,6,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,2,3,14.151983508870947,1400000.0
10.0,185000.0,18500.0,5,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,2,3,14.014362236381235,1220000.0
9.0,201000.0,22333.333333333332,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.115615891155079,1350000.0
11.0,196000.0,17818.18181818182,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,11,3,13.981025843899115,1180000.0
11.0,199000.0,18090.909090909092,4,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.042646927360453,1255000.0
10.0,140000.0,14000.0,2,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.166168133802548,1420000.0
10.0,167000.0,16700.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,2,3,14.100690252077353,1330000.0
10.0,128000.0,12800.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,0,4,11,3,14.122995993006082,1360000.0
11.0,252000.0,22909.090909090908,4,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,5,3,13.8924725250259,1080000.0
10.0,136000.0,13600.0,4,1395.0,150.0,0.10752688172043011,0,0,0,0,1,57,305,0,2,4,6,3,14.122995993006082,1360000.0
10.0,154000.0,15400.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.200773639026796,1470000.0
10.0,215000.0,21500.0,8,1499.0,105.0,0.07179487179487179,0,0,0,0,0,57,305,0,0,4,2,3,13.805461232211272,990000.0
10.0,154250.0,15425.0,0,1395.0,150.0,0.10752688172043011,0,0,0,0,1,57,305,0,2,4,12,3,14.187074804051692,1450000.0
10.0,124000.0,12400.0,3,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.166168133802548,1420000.0
10.0,162000.0,16200.0,3,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,10,3,14.115615891155079,1350000.0
10.0,180000.0,18000.0,2,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,11,3,14.089347984049986,1315000.0
9.0,165000.0,18333.333333333332,0,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,15,3,14.204169225721929,1475000.0
9.0,82000.0,9111.111111111111,1,1395.0,150.0,0.10752688172043011,0,0,0,0,0,57,305,0,2,4,2,3,14.301018989130402,1625000.0
10.0,164000.0,16400.0,3,1395.0,150.0,0.10752688172043011,0,0,0,0,1,57,305,0,2,4,2,3,14.058457520888082,1275000.0
23.0,320000.0,13913.04347826087,13,1300.0,75.0,0.057692307692307696,0,1,0,0,1,57,185,4,0,9,2,3,12.323860125621126,225000.0
18.0,326000.0,18111.11111111111,19,1422.0,80.0,0.05625879043600562,0,1,0,0,0,57,185,1,0,9,6,3,12.449022745701502,255000.0
26.0,245000.0,9423.076923076924,4,1595.0,100.0,0.06269592476489028,0,0,0,0,0,57,185,4,0,9,13,3,12.388398368982115,240000.0
22.0,210000.0,9545.454545454546,2,1390.0,100.0,0.07194244604316546,0,0,0,0,0,57,185,0,0,9,6,3,12.847929163278053,380000.0
23.0,316000.0,13739.130434782608,6,1390.0,75.0,0.0539568345323741,0,0,0,0,1,57,185,4,1,9,1,3,12.765691290604371,350000.0
23.0,200000.0,8695.652173913044,6,1422.0,75.0,0.052742616033755275,0,0,0,0,0,57,185,1,0,9,13,3,12.660331092405906,315000.0
21.0,172000.0,8190.476190476191,7,1422.0,75.0,0.052742616033755275,0,0,0,0,1,57,185,1,0,9,14,3,12.899222326086994,400000.0
20.0,237000.0,11850.0,7,1390.0,100.0,0.07194244604316546,0,0,0,0,0,57,185,4,0,9,13,3,12.611541086966115,300000.0
27.0,210000.0,7777.777777777777,0,1500.0,75.0,0.05,0,1,0,0,1,57,185,4,0,9,21,3,12.524530013005734,275000.0
18.0,198000.0,11000.0,0,1422.0,80.0,0.05625879043600562,0,1,0,0,1,57,185,1,0,9,18,3,12.959846800844963,425000.0
20.0,167000.0,8350.0,4,1422.0,75.0,0.052742616033755275,0,0,0,0,0,57,185,1,0,9,18,3,12.948012371209098,420000.0
23.0,188500.0,8195.652173913044,3,1390.0,75.0,0.0539568345323741,0,0,0,0,0,57,185,4,1,9,7,3,13.07107218827772,475000.0
26.0,423500.0,16288.461538461539,0,1896.0,110.0,0.0580168776371308,0,0,0,0,1,57,185,1,0,9,18,3,12.449022745701502,255000.0
20.0,184500.0,9225.0,10,1422.0,80.0,0.05625879043600562,0,0,0,0,0,57,185,1,0,9,18,3,12.896719202134523,399000.0
23.0,315000.0,13695.652173913044,12,1390.0,75.0,0.0539568345323741,0,0,0,0,0,57,185,4,1,9,5,3,12.788291058675025,358000.0
22.0,210000.0,9545.454545454546,2,1390.0,75.0,0.0539568345323741,0,0,0,0,0,57,185,0,0,9,6,3,12.847929163278053,380000.0
23.0,325000.0,14130.434782608696,0,1390.0,75.0,0.0539568345323741,0,0,0,0,0,57,185,4,0,9,2,3,12.691583538230217,325000.0
18.0,325000.0,18055.555555555555,11,1422.0,80.0,0.05625879043600562,0,1,0,0,1,57,185,1,0,9,6,3,12.721888795877375,335000.0
27.0,300000.0,11111.111111111111,2,1595.0,100.0,0.06269592476489028,0,0,0,0,0,57,185,4,0,9,2,3,12.206077645517674,200000.0
21.0,284000.0,13523.809523809523,4,1422.0,75.0,0.052742616033755275,0,0,0,0,1,57,185,1,0,9,18,3,12.936036208848487,415000.0
22.0,171000.0,7772.727272727273,5,1390.0,75.0,0.0539568345323741,0,0,0,0,0,57,185,0,0,9,6,3,12.948012371209098,420000.0
26.0,275000.0,10576.923076923076,0,1598.0,75.0,0.04693366708385482,0,0,0,0,0,57,185,4,0,9,8,3,12.388398368982115,240000.0
26.0,310000.0,11923.076923076924,7,1595.0,100.0,0.06269592476489028,0,0,0,0,1,57,185,4,0,9,18,3,12.468440756144114,260000.0
21.0,205000.0,9761.904761904761,6,1422.0,80.0,0.05625879043600562,0,0,0,0,1,57,185,1,0,9,18,3,12.976183182038383,432000.0
20.0,301000.0,15050.0,13,1422.0,80.0,0.05625879043600562,0,0,0,0,0,57,185,1,0,9,6,3,12.765691290604371,350000.0
18.0,215000.0,11944.444444444445,3,1422.0,80.0,0.05625879043600562,0,0,0,0,0,57,185,1,0,9,2,3,12.948012371209098,420000.0
23.0,265805.0,11556.739130434782,2,1390.0,75.0,0.0539568345323741,0,0,0,0,0,57,185,0,0,9,2,3,12.611541086966115,300000.0
