arac_yasi,km,yillik_km,hasar_skoru,motor_hacmi_cc,motor_gucu_hp,guc_hacim_orani,cekis_enc,kimden_galeri,kimden_bayi,agir_hasarli_evet,takasa_uygun_evet,marka_enc,seri_enc,yakit_tipi_enc,vites_tipi_enc,kasa_tipi_enc,renk_enc,arac_durumu_enc,fiyat_log,fiyat
13.0,198000.0,15230.76923076923,15,1598.0,115.0,0.07196495619524405,0,0,0,1,0,43,114,4,0,4,18,3,12.861001210669146,385000.0
18.0,140000.0,7777.777777777777,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,9,7,3,13.190023895035274,535000.0
13.0,106000.0,8153.846153846154,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,9,3,13.487007879880162,720000.0
14.0,158000.0,11285.714285714286,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.384729180332174,650000.0
14.0,190000.0,13571.42857142857,3,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,7,3,13.345508528717259,625000.0
14.0,195000.0,13928.57142857143,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.399996629152975,660000.0
14.0,165000.0,11785.714285714286,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,8,3,13.429849547739444,680000.0
13.0,244000.0,18769.23076923077,0,1499.0,105.0,0.07179487179487179,0,0,0,0,0,43,114,4,0,4,6,3,13.07107218827772,475000.0
14.0,164000.0,11714.285714285714,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,6,3,13.407543823396258,665000.0
13.0,140000.0,10769.23076923077,4,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,7,3,13.329379172803593,615000.0
13.0,154000.0,11846.153846153846,12,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,2,3,13.361381852676738,635000.0
14.0,183000.0,13071.42857142857,6,1500.0,125.0,0.08333333333333333,0,1,0,1,1,43,114,0,1,4,18,3,13.171155446333852,525000.0
13.0,148000.0,11384.615384615385,2,1500.0,125.0,0.08333333333333333,0,1,0,0,0,43,114,4,0,4,2,3,13.42246945133505,675000.0
14.0,280000.0,20000.0,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.217675375388819,550000.0
13.0,178700.0,13746.153846153846,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,2,3,13.452387728159122,695500.0
14.0,89000.0,6357.142857142857,1,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,6,3,13.547632419997361,765000.0
13.0,174000.0,13384.615384615385,1,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.415034483903348,670000.0
13.0,99000.0,7615.384615384615,6,1500.0,125.0,0.08333333333333333,0,1,0,0,0,43,114,0,0,4,18,3,13.376231652950555,644500.0
14.0,140000.0,10000.0,5,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,18,3,13.384344491556034,649750.0
14.0,158000.0,11285.714285714286,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,1,4,6,3,13.487007879880162,720000.0
14.0,185000.0,13214.285714285714,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,18,3,13.303018546545275,599000.0
13.0,49300.0,3792.3076923076924,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,0,4,6,3,13.652992804936396,850000.0
15.0,155000.0,10333.333333333334,0,1598.0,115.0,0.07196495619524405,0,0,0,0,1,43,114,4,0,4,6,3,13.377007146164305,645000.0
15.0,249000.0,16600.0,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.091906231773164,485000.0
13.0,112500.0,8653.846153846154,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,6,3,13.47302165746721,710000.0
14.0,220000.0,15714.285714285714,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,2,4,6,3,13.369225017834633,640000.0
13.0,250000.0,19230.76923076923,4,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,18,3,13.429849547739444,680000.0
14.0,141000.0,10071.42857142857,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.493928313146206,725000.0
14.0,178000.0,12714.285714285714,6,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,7,3,13.345508528717259,625000.0
14.0,257300.0,18378.571428571428,3,1598.0,115.0,0.07196495619524405,0,0,0,0,1,43,114,4,2,4,2,3,13.248116346376765,567000.0
14.0,243000.0,17357.14285714286,2,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,18,3,13.097047620699986,487500.0
14.0,121000.0,8642.857142857143,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.329379172803593,615000.0
14.0,257000.0,18357.14285714286,4,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,18,3,13.1421679654829,510000.0
13.0,102000.0,7846.153846153846,7,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,2,3,13.334245354561496,618000.0
13.0,172000.0,13230.76923076923,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,2,3,13.477238101919994,713000.0
14.0,220000.0,15714.285714285714,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,6,3,13.22672519452875,555000.0
13.0,144000.0,11076.923076923076,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,2,3,13.592368256649284,800000.0
13.0,309000.0,23769.23076923077,4,1500.0,125.0,0.08333333333333333,0,1,0,1,1,43,114,4,1,4,6,3,13.233906541044401,559000.0
13.0,182000.0,14000.0,3,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.241036683319184,563000.0
14.0,175000.0,12500.0,6,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.361381852676738,635000.0
13.0,88000.0,6769.2307692307695,1,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,1,4,6,3,13.589865129563993,798000.0
13.0,205401.0,15800.076923076924,0,1598.0,115.0,0.07196495619524405,0,1,0,0,1,43,114,0,2,4,6,3,13.429849547739444,680000.0
13.0,230000.0,17692.30769230769,5,1500.0,125.0,0.08333333333333333,0,1,0,0,0,43,114,4,0,4,18,3,13.244582780038517,565000.0
14.0,168000.0,12000.0,3,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.312985389904174,605000.0
14.0,194000.0,13857.142857142857,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.350297037805756,628000.0
13.0,192000.0,14769.23076923077,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.26212705890841,575000.0
14.0,300000.0,21428.571428571428,9,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.100119813444692,489000.0
13.0,156000.0,12000.0,2,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,6,3,13.428377879293798,679000.0
13.0,145000.0,11153.846153846154,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,6,3,13.480039220276565,715000.0
14.0,129500.0,9250.0,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.279368835614243,585000.0
13.0,291000.0,22384.615384615383,5,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,6,3,13.151924121391561,515000.0
14.0,204000.0,14571.42857142857,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,1,4,18,3,13.415034483903348,670000.0
14.0,106000.0,7571.428571428572,6,1500.0,125.0,0.08333333333333333,0,1,0,0,0,43,114,4,0,4,18,3,13.303018546545275,599000.0
14.0,217000.0,15500.0,4,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.244582780038517,565000.0
14.0,143000.0,10214.285714285714,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,18,3,13.426904041847699,678000.0
14.0,180000.0,12857.142857142857,13,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.304686600863562,600000.0
14.0,145000.0,10357.142857142857,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,7,3,13.353476685668044,630000.0
13.0,105000.0,8076.923076923077,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.510344528022657,737000.0
14.0,159000.0,11357.142857142857,3,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,1,4,6,3,13.547632419997361,765000.0
16.0,160000.0,10000.0,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,14,3,13.25339339419516,570000.0
13.0,104000.0,8000.0,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,2,3,13.560619598657233,775000.0
13.0,230000.0,17692.30769230769,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,2,3,13.304686600863562,600000.0
14.0,197000.0,14071.42857142857,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,6,3,13.465954500233115,705000.0
14.0,123000.0,8785.714285714286,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,18,3,13.500801182986649,730000.0
13.0,181000.0,13923.076923076924,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,2,4,18,3,13.508307178642012,735500.0
13.0,71000.0,5461.538461538462,8,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,7,3,13.444448325847754,690000.0
13.0,109000.0,8384.615384615385,5,1598.0,115.0,0.07196495619524405,0,0,0,1,0,43,114,0,0,4,18,3,13.199326270390594,540000.0
13.0,178000.0,13692.307692307691,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,18,3,13.451668563394815,695000.0
14.0,93000.0,6642.857142857143,4,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,1,4,6,3,13.521140839642674,745000.0
13.0,130000.0,10000.0,3,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,0,4,6,3,13.451668563394815,695000.0
13.0,182000.0,14000.0,2,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,6,3,13.41129616738276,667500.0
14.0,76500.0,5464.285714285715,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,2,4,2,3,13.527829818844937,750000.0
13.0,190000.0,14615.384615384615,6,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,2,3,13.217675375388819,550000.0
14.0,180000.0,12857.142857142857,3,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,1,4,6,3,13.457407451830088,699000.0
15.0,157000.0,10466.666666666666,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.384729180332174,650000.0
14.0,127050.0,9075.0,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,18,3,13.487007879880162,720000.0
13.0,92500.0,7115.384615384615,0,1598.0,115.0,0.07196495619524405,0,0,0,1,0,43,114,4,0,4,2,3,12.923914877701906,410000.0
13.0,170000.0,13076.923076923076,4,1598.0,115.0,0.07196495619524405,0,1,0,0,1,43,114,4,0,4,7,3,13.361381852676738,635000.0
14.0,102500.0,7321.428571428572,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,6,3,13.437175577097312,685000.0
13.0,155000.0,11923.076923076924,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.480039220276565,715000.0
13.0,191000.0,14692.307692307691,1,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.312985389904174,605000.0
14.0,160000.0,11428.57142857143,0,1500.0,125.0,0.08333333333333333,0,1,0,0,0,43,114,4,0,4,6,3,13.398480330934175,659000.0
14.0,141500.0,10107.142857142857,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,18,3,13.384729180332174,650000.0
13.0,84000.0,6461.538461538462,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,2,3,13.567050480716235,780000.0
13.0,120000.0,9230.76923076923,4,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,0,4,18,3,13.541075028051122,760000.0
13.0,105000.0,8076.923076923077,0,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,0,4,6,3,13.534474352733596,755000.0
13.0,120000.0,9230.76923076923,4,1598.0,115.0,0.07196495619524405,0,1,0,0,1,43,114,0,0,4,18,3,13.541075028051122,760000.0
15.0,184000.0,12266.666666666666,5,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.429849547739444,680000.0
13.0,179000.0,13769.23076923077,3,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.39239204133378,655000.0
14.0,124000.0,8857.142857142857,1,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,6,3,13.480039220276565,715000.0
14.0,148000.0,10571.42857142857,1,1500.0,125.0,0.08333333333333333,0,1,0,1,1,43,114,4,0,4,6,3,13.25339339419516,570000.0
14.0,165000.0,11785.714285714286,4,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,18,3,13.451668563394815,695000.0
14.0,115000.0,8214.285714285714,1,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,0,1,4,2,3,13.534474352733596,755000.0
13.0,191000.0,14692.307692307691,1,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.353476685668044,630000.0
15.0,162000.0,10800.0,16,1598.0,115.0,0.07196495619524405,0,0,0,1,0,43,114,0,0,4,18,3,12.933623668263472,414000.0
13.0,217000.0,16692.30769230769,1,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,2,4,2,3,13.399996629152975,660000.0
14.0,172350.0,12310.714285714286,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.384729180332174,650000.0
14.0,151586.0,10827.57142857143,3,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,2,4,18,3,13.348703414510117,627000.0
13.0,117777.0,9059.76923076923,3,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,2,3,13.45883704259595,700000.0
13.0,174000.0,13384.615384615385,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.377007146164305,645000.0
14.0,186000.0,13285.714285714286,4,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,2,4,18,3,13.429849547739444,680000.0
15.0,199000.0,13266.666666666666,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,12,3,13.296318365198623,595000.0
14.0,158000.0,11285.714285714286,1,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,8,3,13.399996629152975,660000.0
13.0,156000.0,12000.0,3,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,2,3,13.384729180332174,650000.0
14.0,166000.0,11857.142857142857,6,1500.0,125.0,0.08333333333333333,0,1,0,0,1,43,114,4,0,4,18,3,13.321215875492413,610000.0
13.0,85000.0,6538.461538461538,1,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,2,3,13.573440270649085,785000.0
14.0,270000.0,19285.714285714286,9,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,2,4,18,3,13.122365377402328,500000.0
13.0,142000.0,10923.076923076924,1,1598.0,115.0,0.07196495619524405,0,0,0,0,1,43,114,4,0,4,7,3,13.42246945133505,675000.0
15.0,144000.0,9600.0,2,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,4,0,4,18,3,13.321215875492413,610000.0
16.0,201000.0,12562.5,0,1598.0,115.0,0.07196495619524405,0,0,0,0,0,43,114,0,0,4,18,3,13.3374763699232,620000.0
14.0,194000.0,13857.142857142857,6,1598.0,115.0,0.07196495619524405,0,0,0,0,1,43,114,4,0,4,18,3,13.42246945133505,675000.0
25.0,185000.0,7400.0,8,1199.0,75.0,0.06255212677231026,0,0,0,0,0,43,101,0,0,4,11,3,12.154784614286667,190000.0
9.0,68500.0,7611.111111111111,1,1398.0,87.0,0.06223175965665236,0,0,0,0,1,43,100,0,2,3,2,3,13.949167817667204,1143000.0
15.0,75000.0,5000.0,0,1598.0,158.0,0.09887359198998748,0,1,0,1,0,44,390,0,1,2,18,3,13.480039220276565,715000.0
1.0,7800.0,7800.0,2,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,14,3,14.394929533419809,1785000.0
1.0,8000.0,8000.0,0,1499.0,105.0,0.07179487179487179,0,0,0,0,0,44,518,2,3,0,2,3,14.392124484065864,1780000.0
2.0,31000.0,15500.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,21,3,14.328334783195153,1670000.0
1.0,7300.0,7300.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,14,3,14.429615072309161,1848000.0
1.0,8500.0,8500.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,8,3,14.430696737594902,1850000.0
3.0,42000.0,14000.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,6,3,14.284889617206765,1599000.0
2.0,24500.0,12250.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,14,3,14.359578095892951,1723000.0
3.0,21000.0,7000.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,2,3,14.325336281997101,1665000.0
2.0,30050.0,15025.0,0,1499.0,156.0,0.07179487179487179,0,0,1,0,0,44,518,2,1,4,11,3,14.337276715240233,1685000.0
2.0,18000.0,9000.0,1,1499.0,156.0,0.07179487179487179,0,1,0,0,1,44,518,2,1,4,21,3,14.333709531652115,1679000.0
1.0,8000.0,8000.0,0,1499.0,156.0,0.07179487179487179,0,1,0,0,1,44,518,2,1,4,11,3,14.360738188157574,1725000.0
1.0,8500.0,8500.0,0,1499.0,156.0,0.07179487179487179,0,1,0,0,1,44,518,2,1,4,13,3,14.352004513273993,1710000.0
2.0,14000.0,7000.0,3,1499.0,156.0,0.07179487179487179,0,1,0,0,1,44,518,2,1,4,6,3,14.253766134056512,1550000.0
2.0,35000.0,17500.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,6,3,14.383661814921611,1765000.0
3.0,16000.0,5333.333333333333,0,1499.0,156.0,0.07179487179487179,0,1,0,0,1,44,518,2,1,4,21,3,14.360738188157574,1725000.0
1.0,19000.0,19000.0,0,1499.0,156.0,0.07179487179487179,0,1,0,0,0,44,518,2,1,4,6,3,14.38082493519599,1760000.0
1.0,14000.0,14000.0,0,1499.0,156.0,0.07179487179487179,0,1,0,0,0,44,518,2,1,4,13,3,14.340239678615058,1690000.0
2.0,21000.0,10500.0,0,1499.0,156.0,0.07179487179487179,0,1,0,0,1,44,518,2,1,4,6,3,14.331324320256051,1675000.0
1.0,6001.0,6001.0,0,1499.0,156.0,0.07179487179487179,0,1,0,0,0,44,518,2,1,4,6,3,14.377923003034574,1754900.0
2.0,30000.0,15000.0,0,1499.0,156.0,0.07179487179487179,0,1,0,0,1,44,518,2,1,4,2,3,14.321726171945155,1659000.0
15.0,125000.0,8333.333333333334,0,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.794287942962585,979000.0
15.0,115000.0,7666.666666666667,1,1598.0,158.0,0.09887359198998748,0,1,0,0,0,44,390,0,1,2,2,3,13.758941264676379,945000.0
15.0,194000.0,12933.333333333334,0,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.623139877437296,825000.0
15.0,202000.0,13466.666666666666,2,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.681980308196241,875000.0
15.0,145000.0,9666.666666666666,2,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,18,3,13.640562946684252,839500.0
15.0,187000.0,12466.666666666666,0,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.726680437153236,915000.0
15.0,174000.0,11600.0,2,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.758941264676379,945000.0
15.0,188000.0,12533.333333333334,1,1598.0,158.0,0.09887359198998748,0,1,0,0,0,44,390,0,1,2,2,3,13.726680437153236,915000.0
15.0,180000.0,12000.0,6,1560.0,203.0,0.13012820512820514,0,1,0,0,1,44,390,0,0,2,18,3,13.51427167244672,739900.0
14.0,162000.0,11571.42857142857,1,1598.0,158.0,0.09887359198998748,0,1,0,0,0,44,390,0,1,2,18,3,13.883170141017091,1070000.0
15.0,220000.0,14666.666666666666,11,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.507627138738266,735000.0
14.0,201000.0,14357.142857142857,0,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.579789490265188,790000.0
14.0,111000.0,7928.571428571428,10,1598.0,158.0,0.09887359198998748,0,1,0,1,1,44,390,0,1,2,2,3,13.345508528717259,625000.0
14.0,189000.0,13500.0,10,1598.0,158.0,0.09887359198998748,0,1,0,1,1,44,390,0,1,2,18,3,13.493928313146206,725000.0
15.0,177000.0,11800.0,6,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.647093089770562,845000.0
15.0,180000.0,12000.0,0,1598.0,158.0,0.09887359198998748,0,1,0,1,1,44,390,0,1,2,2,3,13.493928313146206,725000.0
15.0,193500.0,12900.0,2,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,18,3,13.658857917508856,855000.0
15.0,260000.0,17333.333333333332,7,1598.0,158.0,0.09887359198998748,0,1,0,0,1,44,390,0,1,2,2,3,13.567050480716235,780000.0
15.0,211000.0,14066.666666666666,4,1598.0,158.0,0.09887359198998748,0,1,0,1,1,44,390,0,1,2,2,3,13.442998001373553,689000.0
13.0,179500.0,13807.692307692309,2,1229.0,70.0,0.05695687550854353,0,0,0,0,0,43,100,0,0,3,18,3,13.272507757002963,581000.0
25.0,242000.0,9680.0,0,1199.0,75.0,0.06255212677231026,0,0,0,0,0,43,101,4,0,4,11,3,12.660331092405906,315000.0
25.0,235000.0,9400.0,3,1199.0,75.0,0.06255212677231026,0,0,0,0,0,43,101,4,0,4,11,3,12.345838935721968,230000.0
25.0,227000.0,9080.0,0,1499.0,105.0,0.07179487179487179,0,0,0,0,1,43,101,4,0,4,11,3,12.345838935721968,230000.0
25.0,212000.0,8480.0,15,1199.0,75.0,0.06255212677231026,0,0,0,0,0,43,101,4,0,4,3,3,12.468440756144114,260000.0
25.0,225000.0,9000.0,3,1199.0,75.0,0.06255212677231026,0,0,0,0,0,43,101,0,0,4,22,3,12.128116509451258,185000.0
25.0,234000.0,9360.0,1,1199.0,75.0,0.06255212677231026,0,0,0,0,0,43,101,0,0,4,21,3,12.037659911047468,169000.0
18.0,75000.0,4166.666666666667,5,1300.0,100.0,0.07692307692307693,0,1,0,0,1,43,101,0,1,4,18,3,13.480970253958885,715666.0
25.0,263000.0,10520.0,0,1199.0,75.0,0.06255212677231026,0,1,0,0,1,43,101,4,0,4,22,3,12.429220196836383,250000.0
25.0,165000.0,6600.0,2,1199.0,75.0,0.06255212677231026,0,0,0,0,0,43,101,0,0,4,11,3,12.468440756144114,260000.0
25.0,255000.0,10200.0,0,1199.0,75.0,0.06255212677231026,0,1,0,0,0,43,101,4,0,4,21,3,12.367345048436391,235000.0
25.0,400000.0,16000.0,0,1199.0,75.0,0.06255212677231026,0,1,0,0,1,43,101,4,0,4,13,3,12.468440756144114,260000.0
25.0,312000.0,12480.0,0,1997.0,110.0,0.05508262393590386,0,0,0,0,0,44,75,1,0,5,7,3,13.060490101343552,470000.0
21.0,245000.0,11666.666666666666,0,2179.0,132.0,0.060578246902248736,0,0,0,0,0,44,76,1,0,5,6,3,13.217675375388819,550000.0
2.0,16300.0,8150.0,8,1499.0,136.0,0.07179487179487179,0,1,0,0,1,44,517,2,1,4,17,3,13.997832948091215,1200000.0
15.0,190000.0,12666.666666666666,1,1560.0,203.0,0.13012820512820514,0,0,0,0,0,44,390,0,0,2,18,3,13.864301674514206,1050000.0
2.0,8000.0,4000.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,2,3,14.36939624590319,1740000.0
13.0,125000.0,9615.384615384615,8,1500.0,175.0,0.11666666666666667,0,1,0,1,1,44,390,0,1,2,11,3,13.73755009757506,925000.0
10.0,134000.0,13400.0,1,1499.0,105.0,0.07179487179487179,0,0,0,0,1,44,390,1,0,4,6,3,13.45883704259595,700000.0
15.0,203000.0,13533.333333333334,6,1598.0,158.0,0.09887359198998748,0,0,0,0,1,44,390,0,1,2,2,3,13.710151153416941,900000.0
15.0,165000.0,11000.0,0,1598.0,158.0,0.09887359198998748,0,0,0,1,0,44,390,0,1,2,18,3,13.647093089770562,845000.0
15.0,258000.0,17200.0,5,1598.0,158.0,0.09887359198998748,0,0,0,0,0,44,390,0,1,2,18,3,13.527829818844937,750000.0
15.0,163000.0,10866.666666666666,2,1598.0,158.0,0.09887359198998748,0,0,0,0,0,44,390,0,1,2,2,3,14.151983508870947,1400000.0
15.0,210000.0,14000.0,3,1598.0,158.0,0.09887359198998748,0,0,0,0,0,44,390,0,1,2,2,3,13.171155446333852,525000.0
15.0,106000.0,7066.666666666667,0,1598.0,158.0,0.09887359198998748,0,0,0,0,0,44,390,0,1,2,2,3,13.795308871054397,980000.0
15.0,315000.0,21000.0,10,1598.0,158.0,0.09887359198998748,0,1,0,1,1,44,390,0,1,2,2,3,13.42246945133505,675000.0
14.0,211000.0,15071.42857142857,14,1598.0,158.0,0.09887359198998748,0,0,0,0,1,44,390,0,1,2,18,3,13.567050480716235,780000.0
15.0,145000.0,9666.666666666666,0,1598.0,158.0,0.09887359198998748,0,0,0,0,0,44,390,0,1,2,2,3,13.795308871054397,980000.0
14.0,190000.0,13571.42857142857,7,1598.0,158.0,0.09887359198998748,0,0,0,0,0,44,390,0,1,2,2,3,13.547632419997361,765000.0
15.0,129000.0,8600.0,0,1560.0,203.0,0.13012820512820514,0,1,0,1,0,44,390,0,0,2,18,3,13.573440270649085,785000.0
15.0,168000.0,11200.0,6,1598.0,158.0,0.09887359198998748,0,0,0,0,1,44,390,0,1,2,2,3,13.652992804936396,850000.0
2.0,41500.0,20750.0,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,8,3,14.291745358078465,1610000.0
3.0,15800.0,5266.666666666667,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,2,3,14.322328762742183,1660000.0
3.0,18200.0,6066.666666666667,2,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,9,3,14.357835430184815,1720000.0
3.0,57898.0,19299.333333333332,0,1499.0,156.0,0.07179487179487179,0,0,0,0,0,44,518,2,1,4,22,3,14.204169225721929,1475000.0
1.0,12000.0,12000.0,0,1499.0,136.0,0.07179487179487179,0,1,0,1,0,44,517,2,1,4,13,3,14.077875591662238,1300000.0
